,service,description,url,phone,url_phone
64,American Health Association (AHCA),"The American Health Care Association (AHCA) is a leading organization representing long-term and post-acute care providers, committed to improving lives by enhancing the quality of care. AHCA offers a wealth of resources, including advocacy support, quality improvement tools, workforce development initiatives, and comprehensive training programs for staff. It provides regulatory guidance, data research, and funding information through Medicare and Medicaid. Additionally, AHCA organizes events like conventions and summits to promote best practices and innovation in healthcare, focusing on enhancing care for seniors and vulnerable populations across the nation.",https://www.ahcancal.org/,2028424444,https://www.ahcancal.org/
65,American Heritage Federal Credit Union,"American Heritage Federal Credit Union offers a wide range of financial services designed to support personal and community well-being. Members benefit from checking and savings accounts, high-yield options, loans (auto, personal, mortgages), and investment services. The credit union emphasizes financial literacy, providing resources like the Zogo program, webinars, and calculators. Additionally, they award scholarships to high school seniors and participate in community initiatives. Members enjoy competitive rates, shared branching, and personalized support through online and mobile banking, ensuring accessible financial management and education tailored to various life stages.",https://www.americanheritagecu.org/,2159690777,https://www.americanheritagecu.org/about-us/contact-us
66,American Red Cross,"The American Red Cross New Jersey Region assists over 8.8 million residents by providing emergency support services, including shelter, food, and financial assistance during crises. They promote preparedness through initiatives like the Home Fire Campaign, and they also host community training and certification classes. Volunteers are vital to their mission, engaging in activities such as installing smoke alarms and participating in blood donation drives. The organization actively responds to local emergencies and fosters community resilience through educational programs and events.",https://www.redcross.org/local/new-jersey.html?srsltid=AfmBOor0JuHdA2YujMD086MBGV2-hYo7dNclAwXfP5D_AfyF28mA93tT,18007332767,https://www.redcross.org/local/new-jersey.html?srsltid=AfmBOooyzYmJlREzojHCGf7_zXl0c2T5bIVo9c6UkxGnVnf4CjFd6yfR
67,America’s Best Contacts & Eyeglasses,"America's Best Contacts & Eyeglasses in New Jersey offers exceptional eye care services with over 900 nationwide locations. Their experienced optometrists conduct comprehensive eye exams to identify vision issues, ensuring optimal visual health. Customers can choose from a vast selection of stylish frames and affordable eyewear options, including a special deal of two pairs for $89.95. Additionally, they provide monthly contact lens subscriptions for $11. This resource prioritizes both high-quality vision care and budget-friendly pricing, making eye health accessible to all. Experience superior service and significant savings at America's Best.",https://www.americasbest.com/location/nj/,,https://www.americasbest.com/location/nj/
68,America’s Keswick,"America’s Keswick is a Christian Retreat and Conference Center located in New Jersey, focusing on spiritual growth, community, and support for those in addiction recovery. It offers various programs including a 6-12 month residential Addiction Recovery Program for women and a 4+ month program for men. The center hosts group retreats, family events, and special Christian events, fostering a deeper relationship with Jesus through Biblical teachings and worship. Additionally, America’s Keswick features amenities for lodging, dining, and recreation, creating an environment conducive to healing and renewal.",https://americaskeswick.org/,7323501187,https://americaskeswick.org/contact-us/
69,"Amos E Katz, MD","Dr. Amos E. Katz specializes in neurology, focusing on multiple sclerosis (MS) at CentraState Healthcare System. He is dedicated to diagnosing MS and its mimics, providing early aggressive treatments to prevent disease progression, and managing relapses and symptoms associated with MS. Dr. Katz is involved in research on progressive forms of MS and offers comprehensive care at The Linda Cardinale MS Center in Freehold, NJ. He is fluent in English and Hebrew, enhancing communication with diverse patients. His expertise supports individuals in navigating their MS journey effectively.",https://www.centrastate.com/find-a-physician/amos-katz-md-multiple-sclerosis/,7324312000,https://www.centrastate.com/find-a-physician/amos-katz-md-multiple-sclerosis/
70,"Andrew C Hirsch, MD","Dr. Andrew C. Hirsch, a specialist in allergy and immunology, has over 20 years of experience treating adults and children with allergies, asthma, and immunologic disorders. His practice, Allergy and Asthma Associates in Central New Jersey, offers comprehensive services including allergy skin testing, spirometry, and immunotherapy. The facility treats a wide range of conditions such as allergic rhinitis, asthma, and food allergies, with a focus on patient education and individualized care. The practice accepts most major insurance plans and has a reputation for compassionate and thorough treatment.",https://www.sneezedoctornj.com/,7327418900,https://www.sneezedoctornj.com/
71,"Angels For Action, Inc.","Angels For Action, Inc. is a 501(c)(3) non-profit organization dedicated to providing free services and support to individuals in need within the community of Plainfield, NJ. Currently, their physical location is temporarily closed due to an accident but services are still offered by appointment via email. They provide Community ID Cards that help vulnerable populations, including immigrants and those in recovery, access essential services. The organization operates with 100% volunteers and aims to amplify the voices of the underrepresented while fostering community strength through their various programs and initiatives.",https://www.angelsactioninc.org/,,https://www.angelsactioninc.org/
72,Anna Sample Family Shelter VOA of America,"The Anna Sample House Complex, operated by Volunteers of America Delaware Valley, is a 93-bed emergency housing program located in Camden, NJ, dedicated to supporting single women and families experiencing homelessness. Established in 1988, this shelter provides individualized plans, 24/7 access to support staff, and comprehensive services such as financial planning, healthcare enrollment, and referrals for mental health and substance use treatment. Case managers assist clients in developing life skills, securing mainstream benefits, and connecting with employment and educational resources. Collaborations with local schools and child services ensure children receive essential developmental support.",https://www.voadv.org/locations/annasample/,8569630430,https://www.voadv.org/locations/annasample/
73,"ANTERO B GONZALES, MD","Antero B. Gonzales, MD, specializes in Internal Medicine and Primary Care within the CentraState Healthcare System, offering comprehensive healthcare services to address various medical needs. Fluent in English, Dr. Gonzales is based at two locations: Freehold and Brick, NJ. His medical education includes training at St. Louis University College of Medicine, followed by residency at Bronx Lebanon Hospital Center. Board-certified in Internal Medicine, he is committed to providing quality patient care and health education to promote overall wellness.",https://www.centrastate.com/find-a-physician/antero-gonzales-md-internal-medicine/,7324312000,https://www.centrastate.com/find-a-physician/antero-gonzales-md-internal-medicine/
74,Anxiety and Depression Association of America,"The Anxiety and Depression Association of America (ADAA) is a nonprofit organization that focuses on the prevention, treatment, and cure of anxiety, depression, OCD, PTSD, and related conditions. Founded in 1979, ADAA offers public education, resources for finding therapists, online peer support communities, webinars, and self-help tools. The organization publishes informative content including blogs, videos, and personal stories of triumph while also hosting conferences and workshops for professionals. Committed to diversity, equity, and inclusion, ADAA serves diverse communities with tailored resources to address mental health challenges.",https://adaa.org/find-help/find-support/support-groups/ocd-new-jersey,2404851018,https://adaa.org/contact-us
75,Anyone Can Fly Foundation,"The Anyone Can Fly Foundation is a 501(c)(3) charitable organization dedicated to honoring and introducing the art of Great African American artists to diverse audiences. Its mission focuses on expanding the representation of the African Diaspora in the art world. The Foundation offers programs for children, adults, and artists that celebrate and educate about the rich traditions of African American art. Through events and community engagement, Anyone Can Fly aims to inspire a deeper appreciation for African American artistry and scholarship.",https://www.anyonecanflyfoundation.org/,6468202134,https://www.anyonecanflyfoundation.org/contact
76,Anytime Fitness,"Skipped due to timeout, missing website, or no useful content found.",https://www.anytimefitness.com/locations/us/nj/,Sure! Please provide the text from the website for me to find the phone number.,https://www.anytimefitness.com/locations/us/nj/
77,Apostles Lutheran Church,"Apostles Lutheran Church in Turnersville, NJ, is a welcoming multicultural community emphasizing God's unconditional grace. The church invites individuals from all walks of life, regardless of race, gender, or personal circumstances, to join in worship and fellowship. Key offerings include weekly worship services, a Food Pantry operating on the 2nd and 4th Thursdays, and a Grief Share Group meeting monthly. The mission focuses on compassion, justice, and community service, fostering spiritual growth through study and service opportunities. Regular events, including a Fellowship Luncheon, further enhance community connections.",https://www.apostleslc.org/,8566294228,https://www.apostleslc.org/
78,Apostles' House,"The Apostles' House is a Newark-based social service agency dedicated to empowering families and individuals facing homelessness. With over 40 years of experience, it offers essential services including an emergency shelter for women and children, transitional housing, a food pantry, and programs like Be The Key and TAH Kids. The agency emphasizes trauma-informed care, innovative life skills training, and case management, fostering a nurturing, drug-free environment. The Apostles' House is committed to restoring dignity and stability to individuals, helping them achieve self-sufficiency while providing comprehensive support for their physical, emotional, and financial needs.",https://theapostleshouse.org/,8566294228,https://theapostleshouse.org/contact/
79,Arc of Cape May County,"The Arc of Cape May County offers essential services for adults with intellectual and developmental disabilities, focusing on helping them Live, Work, and Thrive. Their extensive programs include residential services, day habilitation, family support, and supported employment, promoting independence and community integration. The organization also runs a thrift store, with proceeds benefiting over 200 individuals. They engage in advocacy, host events, and provide opportunities for volunteering, ensuring a supportive environment for individuals and their families throughout Cape May County.",https://arcofcapemay.org/,6098617100,https://arcofcapemay.org/
80,ARP Addiction Recovery Program,"The ARP Addiction Recovery Program offers comprehensive support for individuals struggling with substance use disorders. It provides personalized treatment plans, counseling sessions, and access to group therapy. The program emphasizes holistic approaches, including mindfulness practices and life skills training. Additionally, participants can engage in peer support activities to foster community and accountability. The ARP is designed to be a safe space for recovery, promoting emotional wellness and resilience throughout the healing journey. Through continuous care and relapse prevention strategies, it aims to empower individuals in their path to lasting recovery.",https://988lifeline.org/chat,1-800-273-8255,https://988lifeline.org/chat
81,Arsha Bodha Center,"The Arsha Bodha Center, founded by Swami Tadatmananda, offers a range of programs rooted in ancient Indian wisdom. Key activities include guided meditation, Vedanta classes, Sanskrit grammar lessons, and community support groups like Samâshraya. Weekly Satsang sessions provide informal Q&A opportunities. The center also features an extensive library of audio recordings and printable texts of past classes. With a focus on spiritual growth and learning, the center aims to create a supportive community for individuals seeking deeper understanding and connection through traditional teachings.",https://arshabodha.org/,7329404008,https://arshabodha.org/
82,Art of Living,"Art of Living offers a holistic approach to mental health through mindfulness and yoga practices. They provide courses in breathwork, meditation, and stress management aimed at promoting emotional well-being and resilience. Their programs are designed to help individuals cultivate inner peace, improve focus, and enhance overall mental clarity. Additionally, Art of Living organizes workshops and community events to foster connection and support among participants, enabling them to share experiences and growth in a nurturing environment. This resource emphasizes the integration of physical, mental, and spiritual health as essential components of a balanced life.",https://www.artofliving.org/us-en/new-jersey,9085434779,https://www.artofliving.org/us-en/new-jersey
83,Arthur P Christiano MD,"Dr. Arthur P. Christiano, MD, based in Shrewsbury, NJ, specializes in urology and is accepting new patients. He is affiliated with Bayshore Medical Center and Riverview Medical Center, offering comprehensive services including behavioral health, cancer care, and rehabilitation. Dr. Christiano completed his medical education at Robert Wood Johnson Medical School and residency at the University of Chicago Pritzker School of Medicine. He is board-certified in urology and treats adults, including those over 65, in a supportive environment that emphasizes patient care and well-being.",https://doctors.hackensackmeridianhealth.org/provider/arthur-p-christiano/1317003,7327415923,https://doctors.hackensackmeridianhealth.org/provider/arthur-p-christiano/1317003
84,Asbury park housing Authority,"The Asbury Park Housing Authority (APHA) provides safe, decent, and affordable housing to low-income families, the elderly, and individuals with disabilities in Asbury Park, NJ. They manage various housing programs, including public housing, tax credit units, and the Housing Choice Voucher (Section 8) program. APHA also offers resources for residents, including a self-service portal, direct deposit forms, and landlord applications. Additionally, the authority facilitates community involvement through board member applications and partnerships, promoting overall well-being in the local community through access to essential housing resources.",https://aphanj.org/,7327742660,https://aphanj.org/
85,Asbury Park Housing Authority,"The Asbury Park Housing Authority (APHA) facilitates access to safe and affordable housing for low-income families, seniors, and individuals with disabilities. It offers various programs, including public housing, family and senior sites, and a Housing Choice Voucher (HCV) program. APHA also provides resources for residents, such as a self-service portal for managing applications and payments. The authority engages in community partnerships and hosts events to promote local well-being, ensuring support for residents' housing needs. Additionally, APHA encourages involvement through its Board of Commissioners and community programs.",https://aphanj.org/,7327742660,https://aphanj.org/
86,ASDC CrossFit,"ASDC CrossFit in Flemington, NJ, offers diverse fitness programs including CrossFit classes, private training, HYROX fitness racing, and HIIT sessions. With a focus on individualized coaching, members receive tailored guidance to achieve their wellness goals in a supportive community. The facility emphasizes safe exercise practices, nutrition programming, and healthy habit formation, making it accessible for all fitness levels. New members can start with a free introductory session, and top-notch equipment is provided. The gym promotes camaraderie, helping individuals connect while pursuing their fitness journeys. Conveniently located, ASDC aims to enhance overall health and quality of life.",https://www.asdccrossfit.com/,9087749106,https://www.asdccrossfit.com/
87,"Ashleigh Natter, LPC","Ashleigh Natter is a Licensed Professional Counselor based in Freehold, New Jersey, specializing in a range of mental health issues including anxiety, depression, trauma, substance use, and relationship challenges. She offers various therapeutic approaches, such as Cognitive Behavioral Therapy and Acceptance and Commitment Therapy. Ashleigh also provides targeted support for marital and premarital counseling, life transitions, and behavioral issues. Her services cater to individuals, couples, and families seeking to navigate complex emotional landscapes and improve communication, coping skills, and overall mental wellness.",https://www.marriage.com/experts/ashleigh-natter,7323938391,https://providerwire.com/professional-counselor/new-jersey/freehold/ashleigh-natter-1386119394
88,ASSET Network (YAP),"The ASSET Network, through Youth Advocate Programs (YAP), provides community-based services focused on youth and family support. They offer behavioral health, child welfare, and developmental disability services, emphasizing individualized care with their YAPWrap® model. YAP promotes accountability and positive outcomes while reducing recidivism and neighborhood violence through direct, hands-on advocacy. Their unique approach prioritizes keeping families together and investing in community resources, aiming to address complex challenges faced by at-risk individuals. YAP operates nationwide, serving diverse populations and emphasizing nonpartisan advocacy across various support systems.",https://www.yapinc.org/,7172327580,https://www.yapinc.org/
89,Assisted Living (Care One),"CareOne offers comprehensive Assisted Living services tailored to support residents in a nurturing environment. Their facilities provide 24/7 nursing care, specialized programs for memory and dementia care, and a range of medical services including post-acute care and rehabilitation. Residents benefit from a focus on physical and mental well-being, with engagement in culinary programs and wellness activities. CareOne emphasizes individualized care through their compassionate staff and specialized programs, ensuring that each resident receives necessary support while promoting independence and quality of life.",https://www.care-one.com/locations/,8552778550,https://www.care-one.com/locations/
90,Assisted Living (CareOne),"CareOne offers a range of assisted living services designed to support seniors with varying needs. Their facilities provide 24/7 nursing care, medication management, and specialized programs focused on memory care and rehabilitation. Additionally, residents benefit from personalized care plans, social activities, and wellness programs, all tailored to enhance quality of life. CareOne places a strong emphasis on culinary quality and nutritional support, ensuring residents enjoy wholesome meals. With a team of experienced caregivers, CareOne is committed to fostering a comfortable and supportive environment for individuals transitioning to assisted living.",https://www.care-one.com/locations/,8552778550,https://www.care-one.com/locations/
91,Associated Urologists LLC,"Associated Urologists of North Carolina offers comprehensive urologic care for men and women across multiple locations, including Apex, Cary, Clayton, Dunn, Raleigh, and Wake Forest, NC. They specialize in a range of conditions such as urinary incontinence, kidney stones, bladder cancer, and male-specific health issues including erectile dysfunction and prostate health. The practice provides innovative treatments like HIFU, neuromodulation therapy, and Urolift. Patients can access telehealth appointments, advanced diagnostics, and personalized care plans crafted by a skilled team of urologists and support staff dedicated to enhancing urologic health. New patients are welcomed at all locations.",https://www.yelp.com/biz/associated-urologists-lakewood,7323641664,https://www.yelp.com/biz/associated-urologists-lakewood
92,Atlantic Health System Chilton Medical Center,"Atlantic Health System Chilton Medical Center offers comprehensive, personalized medical care across various specialties, including primary and urgent care, emergency services, lab testing, and rehabilitation. With over 550 care sites throughout New Jersey, patients benefit from the latest healthcare technologies and integrated services. The facility emphasizes patient-centered care, ensuring transparency and collaboration within its network. It also features MyChart for easy access to medical records, appointment scheduling, and bill payments. Chilton Medical Center is committed to high-quality, cost-effective care, including specialized services like hyperbaric therapy in an accredited setting.",https://www.atlantichealth.org/locations/chilton-medical-center,9738315000,https://www.atlantichealth.org/locations/chilton-medical-center
93,Atlantic Health System: Mammography & Breast Imaging,"Atlantic Health System's Mammography & Breast Imaging provides advanced breast imaging services focusing on women's health. Offering digital mammograms, 3-D tomosynthesis, MRI, and ultrasound, the center emphasizes patient comfort and personalized care. Women over 40 can easily schedule annual screening mammograms online without a prescription. The team includes skilled nurse navigators and imaging experts dedicated to comprehensive support, ensuring a compassionate and efficient experience. With numerous locations across New Jersey, patients benefit from state-of-the-art technology while receiving essential information on breast health and cancer risk assessment.",https://www.atlantichealth.org/services/mammography-breast-imaging,,https://www.atlantichealth.org/services/mammography-breast-imaging
94,Atlantic Medical Group of Union,"Atlantic Medical Group Primary Care at Union offers comprehensive healthcare services with a focus on preventive care and patient education. Their trained medical staff ensures personalized support, enhancing overall health through partnerships with patients. They provide in-house blood draws for convenience and feature a patient portal, MyChart, for managing prescriptions and clinical data. Specialized care for older adults is available, addressing their unique health needs. The facility emphasizes nutrition as vital health management through nutritional counseling, aiming to optimize patient outcomes and satisfaction.",https://ahs.atlantichealth.org/locations/atlantic-medical-group/primary-care-union.html,9085223730,https://ahs.atlantichealth.org/locations/atlantic-medical-group/primary-care-union.html
95,Audrey Hepburn Children’s House,"The Audrey Hepburn Children's House, part of Hackensack University Medical Center, is a pioneering center focused on the prevention and treatment of child abuse and neglect. It serves children and families across several New Jersey counties. The center offers a multidisciplinary approach with expertise in child maltreatment, providing comprehensive evaluations, interventions, and educational programs. Through community engagement and education, it aims to raise awareness about child welfare and foster a no-tolerance stance toward abuse. The professional team includes physicians, psychologists, and social workers, all dedicated to ensuring the safety and well-being of vulnerable children.",https://www.bergenresourcenet.org/search/audrey-hepburn-childrens-house/,5519962271,https://www.bergenresourcenet.org/search/audrey-hepburn-childrens-house/
96,Aurum events and catering,"Aurum Events & Catering in Freehold, NJ offers a premier venue for a variety of celebrations, including weddings, Sweet Sixteens, and Bar/Bat Mitzvahs. Featuring modern cuisine and customizable catering options, their dedicated team ensures an unforgettable experience tailored to your unique style. The elegant space is designed for both intimate and grand events, providing state-of-the-art facilities, exceptional service, and stunning decor. With a focus on hospitality and attention to detail, Aurum aims to create lasting memories, making every event exceptionally perfect. Book your celebration today to experience their high-quality service and innovative culinary offerings.",https://aurum.events/,7322940031,https://aurum.events/
97,Avidd Community Services & Bethel Ridge,"Avidd Community Services & Bethel Ridge supports individuals with intellectual and developmental disabilities through residential, employment, transition, and recreational services. Founded in 1986, their mission is to empower clients by promoting community participation and personal independence. With 17 licensed residences across Bergen, Morris, and Somerset counties, Avidd offers job training and placement, independent living skill development, and diverse recreational activities. Their programs are designed to enhance life quality, foster individual strengths, and facilitate active community involvement, ensuring that every client can achieve their fullest potential.",https://aviddnj.org/,9736641770,https://aviddnj.org/contact-us/
98,Babs Siperstein Proud Center,"The Babs Siperstein PROUD Center, located at Robert Wood Johnson University Hospital Somerset, offers specialized health services for the LGBTQIA community. Committed to creating a safe and supportive environment, the Center provides comprehensive primary care, including immunizations, HIV prevention, hormone therapy, and wellness exams. Behavioral health services are available through a dedicated therapist, alongside career workshops to enhance job search skills. Telehealth options ensure accessibility. The PROUD Center emphasizes culturally competent care, promoting respect and dignity, while assisting patients in navigating their unique health journeys.",https://www.rwjbh.org/rwj-university-hospital-somerset/treatment-care/babs-siperstein-proud-center/,19086852200,https://www.rwjbh.org/rwj-university-hospital-somerset/treatment-care/babs-siperstein-proud-center/
99,Babs Siperstein PROUD Center,"The Babs Siperstein PROUD Center in Somerville, NJ, offers specialized health services for the LGBTQIA community, promoting respect, outreach, understanding, and dignity. It provides comprehensive primary care, immunizations, HIV prevention, hormone therapy, and behavioral health services, including therapy with LGBTQ-specific support. Telehealth is available, alongside a career workshop series to enhance job readiness. The center prioritizes culturally competent care and includes a patient navigator to assist with access to resources. Open Monday through Friday, the center fosters a safe environment for individuals to explore their health and identity.",https://www.rwjbh.org/rwj-university-hospital-somerset/treatment-care/babs-siperstein-proud-center/,9086852200,https://www.rwjbh.org/rwj-university-hospital-somerset/treatment-care/babs-siperstein-proud-center/
100,Baker Street Behavioral Health,"Baker Street Behavioral Health offers comprehensive mental health services across New Jersey, including psychology, psychiatry, medication management, and specialized therapy for all ages. Their programs encompass pediatric psychology, occupational therapy, and substance abuse interventions. Notably, they provide telehealth options accessible in over 35 states, ensuring wide reach and convenience. With a focus on collaboration and personalized care, Baker Street employs a diverse team of over 100 licensed clinicians dedicated to effective treatment strategies, including neuropsychological evaluations and support for developmental disorders, first responders, educators, and executive health solutions.",https://bakerstreetpsych.com/,8339372724,https://bakerstreetpsych.com/
101,Balance and Thrive Mental Health Counseling,"Balance and Thrive Mental Health Counseling, located in Midland Park, NJ, specializes in trauma and bipolar disorder treatment. Established in 2011, their services include individual, family, couples, and group therapy, along with play therapy and psychoeducation workshops. Their evidence-based approach features complimentary intake screenings and personalized treatment planning. The center also conducts specialized workshops such as the Thriving Model for various groups, focusing on resilience, effective communication, and understanding mental health. They offer both in-person and telehealth appointments to support emotional balance and life fulfillment, with a commitment to high-quality, compassionate care.",https://www.balanceandthrivecounseling.com/,2014448110,https://www.balanceandthrivecounseling.com/
102,Barn Hill Care Center,"Complete Care at Barn Hill, located in Newton, NJ, offers a comprehensive range of services in a nurturing environment, including skilled nursing, long-term care, and specialized programs for memory, respiratory, cardiac, and orthopedic care. Their facility features a secured Memory Care Unit for individuals with Alzheimer's or dementia and provides subacute rehab and hospice care, ensuring holistic support for residents. Emphasizing relationships and compassionate care, Barn Hill aims to create a family-like atmosphere where every resident's unique needs are met with dignity and respect.",https://completecarebarnhill.com/,9733835600,https://completecarebarnhill.com/
103,Barnabas Behavioral Health,"Barnabas Behavioral Health, part of RWJBarnabas Health, offers comprehensive mental health services for all ages, including children, seniors, and everyone in between. Their evidence-based programs range from acute inpatient care to outpatient services, tailored to patients' specific needs. They address various mental health challenges such as anxiety, depression, mood disorders, PTSD, and more, while also providing crisis intervention and prevention resources. With a strong partnership with Rutgers University Behavioral Health Care, they emphasize holistic recovery and maintaining overall well-being in their community-focused approach to mental health care.",https://www.rwjbh.org/treatment-care/mental-health-and-behavioral-health/,7329141688,https://www.rwjbh.org/our-locations/behavioral-health-center/rwjbarnabas-health-behavioral-health-center/
104,Barnegat Township Special Needs Resources,"Barnegat Township offers a variety of special needs resources, including the Meadowedge Social Club, which provides inclusive social experiences for individuals aged 14 and up. Activities occur four nights a week, fostering friendships and community. Additionally, programs like Discovery Basketball and the Southern Youth Football Cheer Team cater to younger individuals, promoting physical activity and team spirit. Challenger Baseball for ages 5-21 enables participation in sports within a supportive environment. Funding for these initiatives is partially provided through the Recreational Opportunities for Individuals with Disabilities Grant, promoting inclusive recreational programming for individuals with disabilities.",https://www.barnegat.net/departments/office-of-recreation/recreation-for-individuals-with-special-needs/,6096980080,https://www.barnegat.net/departments/office-of-recreation/recreation-for-individuals-with-special-needs/
105,Basic Blessings - Ministry of Tabernacle United Methodist Church,"Basic Blessings, a ministry of Tabernacle United Methodist Church in Erma, NJ, provides essential items for families in need. Distributions occur on the third Saturday of each month from 10-11 AM. New clients must bring a local utility bill and birth certificates for school-age children. This initiative aims to offer basic necessities like toiletries and household supplies that are often overlooked by other community programs. Donations of items, funds, or volunteer support are welcomed to help meet community needs and support ongoing operations.",https://www.ermatabernacle.org/blessings,6096980080,https://www.ermatabernacle.org/blessings
106,Basic Needs Assistance (New York City Relief),"City Relief is a mobile outreach organization in New York City dedicated to supporting individuals experiencing poverty and homelessness. They provide hot meals, essential supplies, and vital connections to housing, employment, and healthcare resources. With over 30 years of experience, City Relief aims to transform lives through inclusive community support, utilizing over 2,000 volunteers each year who play a crucial role in fostering hope and connection. Their initiatives include outreach programs and podcasts that advocate for the unhoused, creating a comprehensive network of care and assistance for those in need.",https://www.cityrelief.org/,,https://www.cityrelief.org/
107,Battered Women Helpline,"The Battered Women Helpline offers 24/7 confidential support for individuals affected by relationship abuse. Through live chat with trained advocates, users receive education, personalized safety planning, and referrals to local resources. The helpline emphasizes privacy and is committed to providing compassionate assistance, although high demand may result in longer wait times. Users can access support in English and Spanish, ensuring a wide reach for those in need of help.",https://chat.thehotline.us/v2/index.html?dkey=783ea42e-3aa0-42f4-9899-ad886e4995b4&skill=g1b,,https://chat.thehotline.us/v2/index.html?dkey=783ea42e-3aa0-42f4-9899-ad886e4995b4&skill=g1b
108,BB&T Bank Glassboro,"BB&T Bank Glassboro, now part of Truist, offers a range of financial services including personal and business banking, loans, mortgages, credit cards, and investment options. Located at 600 Delsea Dr N in Glassboro, NJ, the branch provides in-person services such as deposit transactions, safe deposit boxes, and business loans. They also facilitate digital banking, allowing customers to manage accounts online. Specialized services like trust and investment management are available by appointment, along with multilingual support for diverse communities.",https://www.truist.com/branch/nj/glassboro/08028/600-delsea-dr-n,8568633636,https://www.truist.com/branch/nj/glassboro/08028/600-delsea-dr-n
109,Beautiful Minds,"Beautiful Minds is a non-profit mental health agency focused on enhancing the well-being of children, youth, and families in New Jersey. It offers specialized mental and behavioral health services through in-home, in-office, and telehealth options, ensuring comfort and accessibility. Services include therapy for depression, anxiety, trauma, and more, utilizing evidence-based approaches tailored to individual needs. The team of trauma-informed providers emphasizes collaboration with other healthcare professionals to achieve optimal outcomes. Beautiful Minds also provides special education advocacy, creating a supportive environment that celebrates diversity and promotes healing through strong therapeutic relationships.",https://beautifulmindstc.com/,6093505007,https://beautifulmindstc.com/
110,Behavior Therapy Associates,"Behavior Therapy Associates (BTA) offers comprehensive psychological, behavioral, and educational services in New Jersey and surrounding states. Established in 1979, BTA is staffed by licensed psychologists and board-certified behavior analysts, providing evidence-based therapies for children and adults. Services include telehealth, autism support, behavioral parent training, social-emotional learning (SEL), sport psychology, psychological evaluations, and consultations for schools and workplaces. BTA emphasizes sensitivity and individualized care, aiming to help clients achieve their personal goals through tailored support and resources.",https://behaviortherapyassociates.com/,7328731212,https://behaviortherapyassociates.com/contact/
111,Belmar Housing Authority,"The Belmar Housing Authority aims to provide safe, decent, and affordable housing for low-income seniors and individuals with disabilities. Established in 1994, it operates a senior and handicapped residence facility featuring 50 apartments on 8th Avenue. While currently, the waiting list for housing is closed, the Authority remains committed to enhancing community living conditions for vulnerable populations through its programs and policies, ensuring accessible living environments tailored to meet the needs of its residents.",https://www.belmarhousingauthority.com/,7326811795,https://www.belmarhousingauthority.com/
112,Benefits Enrollment Center (CUMAC),"The Benefits Enrollment Center (BEC) at CUMAC provides free assistance with benefits applications to residents of Passaic County. This resource is designed to help individuals and families navigate the often complex process of applying for social services. By offering personalized support, the BEC aims to ensure that community members access vital resources to improve their quality of life. Operating within a trauma-informed framework, the center contributes to the overall well-being of its clients, making essential services more accessible to those in need.",https://www.cumac.org/programs,9737425518,https://www.cumac.org/programs
113,Benny's Bodega,"Benny’s Bodega operates as a free resource store for the A.L.I.C.E. population—those who are working yet struggling to make ends meet, including seniors and veterans. It provides essential items with no income verification required; clients simply need a photo ID and proof of employment or service. Open hours are Monday through Saturday, and visitors can shop twice a month. Benny's Bodega relies solely on donations, welcoming community support to keep its shelves stocked. This initiative empowers individuals facing financial hardship by fostering a supportive environment.",https://www.bennysbodega.com/,,https://www.bennysbodega.com/
114,Bergen Community College,"Bergen Community College offers a supportive learning environment with over 120 degree and certificate programs across various fields, including Business, Health Professions, and STEM. It provides numerous resources such as tutoring, a career center, and continuing education programs, fostering personal and professional growth. The college emphasizes student success through financial aid opportunities, diverse student organizations, and extracurricular activities like athletics and arts. Additionally, Bergen is committed to inclusivity and community engagement, ensuring that students from all backgrounds feel valued and empowered.",https://bergen.edu/,2016125480,https://bergen.edu/about-us/contact-us/contacts-directory/
115,Bergen Community College Wellness Center,"The Bergen Community College Wellness Center aims to enhance overall wellness for students, staff, and faculty by addressing physical, emotional, social, spiritual, and mental health. Offering a holistic approach, the Center provides self-help documents, internet resources, and professional referrals to help individuals navigate stressful times. Additionally, a Wellness Associate is available to answer questions and guide users to appropriate mental health resources. The Center is located in the Pitkin Education Center and has flexible office hours, with special events including support for nutrition assistance applications.",https://bergen.edu/health-wellness-and-personal-counseling/wellness-center/,2016125365,https://bergen.edu/health-wellness-and-personal-counseling/wellness-center/
116,Bergen County Addiction Support,"Bergen County Addiction Support offers comprehensive resources for individuals struggling with substance use disorders. Their services include access to the 988 Lifeline, which provides immediate crisis intervention and support through a pre-chat survey to assess needs. Additionally, the program facilitates connections to treatment options, community resources, and support groups, fostering recovery through a collaborative approach. They prioritize a compassionate and confidential environment, ensuring personalized care and guidance throughout the recovery journey.",https://988lifeline.org/chat,,https://988lifeline.org/chat
117,Bergen County Animal Shelter and Adoption Center,"The Bergen County Animal Shelter and Adoption Center in Teterboro, NJ, promotes humane treatment of animals and offers a variety of pets for adoption, including cats, dogs, and small animals. Established in 1979, it operates as a No-Kill shelter and supports community welfare through education, promoting responsible pet ownership, and wildlife rehabilitation. The center houses up to 90 dogs and 350 cats, offering services such as pet surrenders, lost pet reclaims, and fostering programs. The shelter welcomes donations of supplies and funds to assist in its mission of caring for animals in need.",https://www.co.bergen.nj.us/animal-shelter-adoption-center,2012294600,https://www.co.bergen.nj.us/animal-shelter-adoption-center
