Dimension,Resource Name,Description,URL,Phone
spiritual,The Yoga Alliance  ,"A nonprofit organization that provides resources and standards for yoga teachers and practitioners, emphasizing the spiritual aspects of yoga.  ",https://yogaalliance.org  ,888-921-9642  
spiritual,The New Jersey Institute for Training in Psychoanalysis  ,Offers programs that integrate spirituality into psychotherapy and mental health practices.  ,https://njitp.org  ,973-555-0210  
spiritual,The Association for Spirituality and Health  ,A network that provides education and resources on the integration of spirituality in healthcare and wellness.  ,https://ash.org  ,NaN
intellectual,National Institute of Mental Health (NIMH)  ,"Provides a wealth of information on mental health topics, including research, publications, and resources for improving mental wellness.  ",https://www.nimh.nih.gov  ,1-866-615-6464  
intellectual,American Psychological Association (APA)  ,"Offers resources on psychological health, including articles, research findings, and tools for enhancing mental wellness and coping strategies.  ",https://www.apa.org  ,800-374-2721  
intellectual,Mental Health America (MHA)  ,"Provides resources for mental health education, screening tools, and advocacy for mental wellness in communities.  ",https://www.mhanational.org  ,1-800-969-6642  
intellectual,National Alliance on Mental Illness (NAMI)  ,"Offers education, support, and advocacy for individuals living with mental health conditions and their families.  ",https://www.nami.org  ,1-800-950-NAMI (6264)  
intellectual,Mindfulness-Based Stress Reduction (MBSR)  ,Provides online courses and resources for mindfulness practices that enhance mental wellness and reduce stress.  ,https://www.umassmed.edu/cfm/mindfulness-based-programs/mbsr/  ,NaN  
intellectual,Headspace  ,A meditation and mindfulness app offering guided sessions to improve mental clarity and emotional health.  ,https://www.headspace.com  ,NaN  
intellectual,Coursera  ,"Offers online courses from universities on various subjects, fostering lifelong learning and intellectual engagement.  ",https://www.coursera.org  ,NaN  
intellectual,Khan Academy  ,Provides free online educational resources and courses on a wide array of subjects to promote learning and intellectual development.  ,https://www.khanacademy.org  ,NaN  
intellectual,TED Talks  ,"A platform for sharing ideas through short talks on a variety of topics, encouraging intellectual exploration and inspiration.  ",https://www.ted.com/talks  ,NaN  
intellectual,Open Culture  ,"Offers free educational and cultural media, including online courses, movies, and eBooks, promoting lifelong learning.  ",http://www.openculture.com  ,NaN  
intellectual,New Jersey State Library  ,"Provides access to a vast collection of resources, including books, online databases, and educational programs to enhance intellectual wellness.  ",https://www.njstatelib.org  ,1-800-792-8322  
intellectual,New Jersey Association of Mental Health and Addiction Agencies (NJAMHAA)  ,"Focuses on improving the quality of mental health services in New Jersey, offering resources and support for wellness.  ",https://www.njamhaa.org  ,1-609-838-5488  
intellectual,New Jersey Public Library Network  ,"Connects residents to local libraries offering books, programs, and resources that promote intellectual growth and community engagement.  ",https://www.njlibraries.org  ,NaN  
intellectual,National Endowment for the Arts (NEA)  ,"Supports artistic endeavors and provides resources for arts education, promoting creativity and intellectual wellness.  ",https://www.arts.gov  ,202-682-5400  
intellectual,Project Gutenberg  ,"Offers over 60,000 free eBooks, including classic literature, fostering reading and intellectual engagement.  ",https://www.gutenberg.org  ,NaN  
intellectual,Duolingo  ,"A language learning app that offers courses in various languages, promoting cognitive skills and cultural understanding.  ",https://www.duolingo.com  ,NaN  
intellectual,The Great Courses  ,"Provides video lectures by expert professors on a wide range of subjects, promoting intellectual exploration and learning.  ",https://www.thegreatcourses.com  ,NaN  
intellectual,Skillshare  ,"An online learning community offering courses on various subjects, enabling users to develop new skills and knowledge.  ",https://www.skillshare.com  ,NaN  
intellectual,National Geographic Education  ,"Provides educational resources, articles, and activities to inspire learning about geography, science, and culture.  ",https://www.nationalgeographic.org/education  ,NaN  
intellectual,Lynda.com (LinkedIn Learning)  ,Offers a wide range of courses on professional and personal development topics to enhance skills and knowledge.  ,https://www.linkedin.com/learning  ,NaN  
intellectual,Brainfuse  ,"Provides online tutoring and learning resources for students of all ages, promoting academic success and intellectual growth.  ",https://www.brainfuse.com  ,NaN  
intellectual,The Smithsonian Institution  ,"Offers a wealth of resources on history, science, and culture through its museums and online collections.  ",https://www.si.edu  ,NaN  
intellectual,FutureLearn  ,"Provides access to free online courses from universities around the world, encouraging lifelong learning and intellectual engagement.  ",https://www.futurelearn.com  ,NaN  
intellectual,Brainly  ,"A social learning network where students can ask and answer questions, promoting collaborative learning and intellectual growth.  ",https://brainly.com  ,NaN  
intellectual,Coursera for Business  ,Offers online training programs for organizations to promote professional development and intellectual growth among employees.  ,https://www.coursera.org/business  ,NaN  
intellectual,edX  ,"Provides online courses from universities worldwide, encouraging learning in various subjects for personal and professional growth.  ",https://www.edx.org  ,NaN  
intellectual,The Learning Network (New York Times)  ,"Offers lesson plans, writing prompts, and articles to promote critical thinking and discussion among learners of all ages.  ",https://www.nytimes.com/section/learning  ,NaN  
intellectual,Academic Earth  ,A free academic video platform providing educational lectures from various universities to foster intellectual growth.  ,http://academicearth.org  ,NaN  
intellectual,FutureLearn  ,"Offers access to free online courses from universities around the globe, encouraging lifelong learning and intellectual engagement.  ",https://www.futurelearn.com  ,NaN  
intellectual,LearningExpress Library  ,"Provides resources for test preparation, skill-building, and career advancement, promoting academic success and intellectual development.  ",https://www.learningexpresslibrary.com  ,NaN  
intellectual,JSTOR  ,"A digital library offering access to academic journals, books, and primary sources, promoting research and intellectual exploration.  ",https://www.jstor.org  ,NaN  
intellectual,New Jersey State Museum  ,"Offers educational programs and resources related to history, culture, and science, fostering intellectual engagement in New Jersey.  ",https://www.nj.gov/state/museum  ,1-609-292-6464  
intellectual,Open Yale Courses  ,"Provides free access to a selection of introductory courses taught by Yale University professors, fostering intellectual growth.  ",https://oyc.yale.edu  ,NaN  
intellectual,New Jersey Humanities Council  ,Supports public programs in the humanities and provides resources for cultural understanding and intellectual engagement in New Jersey.  ,https://njhumanities.org  ,1-609-292-2490  
intellectual,The Learning Agency Lab  ,Offers research and resources for effective learning strategies and educational practices to enhance intellectual wellness.  ,https://learningagencylab.com  ,NaN  
intellectual,National Park Service (NPS)  ,"Provides educational resources and programs in national parks, promoting exploration and learning about nature and history.  ",https://www.nps.gov  ,NaN  
intellectual,LearnZillion  ,An online resource for lesson plans and teaching tools that empower educators and promote student learning.  ,https://learnzillion.com  ,NaN  
intellectual,Project MUSE  ,"Provides access to humanities and social science content from university presses and scholarly societies, fostering intellectual exploration.  ",https://muse.jhu.edu  ,NaN  
intellectual,The Teaching Company  ,"Offers a range of educational video courses on various subjects, promoting lifelong learning and intellectual engagement.  ",https://www.thegreatcourses.com  ,NaN  
intellectual,LearnVest  ,"Provides financial education resources and tools to promote financial literacy and wellness, supporting overall intellectual health.  ",https://www.learnvest.com  ,NaN  
intellectual,New Jersey Digital Highway  ,"A digital repository of New Jersey history and culture, providing access to resources for research and learning.  ",https://www.njdigitalhighway.org  ,NaN  
environmental,Environmental Protection Agency (EPA),"The EPA provides information and resources to protect human health and the environment, including guidelines for pollution prevention and sustainability practices.",https://www.epa.gov,1-800-426-4791
environmental,National Oceanic and Atmospheric Administration (NOAA),"NOAA offers resources on weather, climate, ocean health, and the impact of environmental changes, aiming to promote understanding and resilience.",https://www.noaa.gov,1-888-701-8992
environmental,U.S. Forest Service,"The U.S. Forest Service manages national forests and grasslands, providing resources for conservation, recreation, and education about forest ecosystems.",https://www.fs.usda.gov,1-703-605-5555
environmental,National Park Service (NPS),The NPS preserves natural and cultural resources in national parks and provides educational materials and programs about conservation and outdoor activities.,https://www.nps.gov,1-202-208-6843
environmental,The Nature Conservancy,"This organization works globally to conserve land and water, providing resources, advocacy, and volunteer opportunities for environmental stewardship.",https://www.nature.org,1-800-628-6860
environmental,Environmental Defense Fund (EDF),"EDF focuses on finding solutions to environmental challenges through science, advocacy, and partnerships, providing resources for sustainable practices.",https://www.edf.org,1-800-684-3322
environmental,Earth911,"Earth911 offers information on recycling, waste reduction, and sustainable living, with tools to help individuals make environmentally friendly choices.",https://earth911.com,NaN
environmental,Green America,"Green America promotes sustainable business practices and consumer choices, providing resources for eco-friendly living and activism.",https://www.greenamerica.org,1-800-58-GREEN
environmental,Sierra Club,"The Sierra Club is a grassroots environmental organization that focuses on conservation and sustainability, providing resources for advocacy and community action.",https://www.sierraclub.org,1-415-977-5500
environmental,Audubon Society,"The Audubon Society works to protect birds and their habitats, providing resources for conservation efforts and education on wildlife protection.",https://www.audubon.org,1-844-428-3826
environmental,New Jersey Department of Environmental Protection (NJDEP),"NJDEP oversees environmental protection in New Jersey, providing resources on regulations, conservation programs, and public education initiatives.",https://www.nj.gov/dep,1-609-292-2885
environmental,New Jersey Audubon,"This organization is dedicated to the conservation of New Jersey's birds and their habitats, offering programs, resources, and volunteer opportunities.",https://njaudubon.org,1-908-204-8998
environmental,New Jersey Clean Communities Council,"This council promotes litter-free communities and environmental stewardship through education, outreach, and community service programs.",https://www.njcleancommunities.org,1-732-899-4919
environmental,New Jersey Conservation Foundation,"This nonprofit organization works to preserve New Jersey's natural resources through land conservation, advocacy, and community engagement.",https://www.njconservation.org,1-908-234-1225
environmental,Clean Water Action,"Clean Water Action is a national organization focused on clean water, climate change, and environmental justice, providing advocacy and community resources.",https://cleanwateraction.org,1-800-929-6081
environmental,New Jersey Future,"This organization promotes smart growth and sustainable development in New Jersey, offering resources for planning and community development.",https://www.njfuture.org,1-609-393-0008
environmental,American Rivers,"American Rivers focuses on protecting and restoring America's rivers, providing resources for river conservation, advocacy, and community engagement.",https://www.americanrivers.org,1-202-347-7550
environmental,National Resources Defense Council (NRDC),"NRDC is an environmental advocacy group that works to protect the earth's resources through policy development, litigation, and public engagement.",https://www.nrdc.org,1-212-727-2700
environmental,National Wildlife Federation (NWF),"NWF focuses on wildlife conservation and habitat restoration, providing educational resources and programs to engage communities in environmental stewardship.",https://www.nwf.org,1-800-822-9919
environmental,Project Drawdown,"Project Drawdown provides research and resources on climate solutions, focusing on practical strategies to reduce greenhouse gas emissions and promote sustainability.",https://www.drawdown.org,NaN
environmental,Recycling Partnership,"This organization works to improve recycling systems across the U.S. by providing resources, tools, and support for communities and businesses.",https://recyclingpartnership.org,1-703-299-8986
environmental,Keep America Beautiful,This nonprofit focuses on preventing litter and promoting environmental stewardship through community engagement and public education campaigns.,https://www.kab.org,1-800-822-4333
environmental,Green Seal,"Green Seal certifies products and services that meet strict environmental standards, helping consumers make eco-friendly choices.",https://www.greenseal.org,NaN
environmental,Climate Reality Project,"Founded by Al Gore, this organization focuses on climate change education and advocacy, providing resources for activists and community leaders.",https://www.climaterealityproject.org,1-202-742-0420
environmental,Energy Star,"Energy Star provides information on energy efficiency and sustainable practices for homes and businesses, helping consumers make informed choices.",https://www.energystar.gov,1-888-782-7937
environmental,Green Building Council,"This council promotes sustainable building practices through education, certification, and resources for architects, builders, and homeowners.",https://www.usgbc.org,1-202-552-1500
environmental,New Jersey Recycling Resource,"This resource provides information on recycling programs and guidelines specific to New Jersey, helping residents understand local recycling practices.",https://www.nj.gov/dep/recycle,1-609-292-9880
environmental,Sustainable Jersey,Sustainable Jersey is a certification program for municipalities in New Jersey that focuses on sustainability initiatives and community engagement.,https://www.sustainablejersey.com,1-609-771-2938
environmental,Clean Air Council,"This organization advocates for clean air and environmental protection, providing resources and support for community engagement and policy change.",https://cleanair.org,1-215-567-4004
environmental,New Jersey Environmental Federation,"The federation works to protect New Jersey's environment through advocacy, education, and community involvement, offering resources for activism.",https://www.njef.org,1-732-246-0012
environmental,EcoWatch,"EcoWatch is an online platform that provides news and resources on environmental issues, sustainability, and eco-friendly living.",https://www.ecowatch.com,NaN
environmental,The Green Program,"This program offers educational experiences focused on sustainability and environmental conservation, providing resources for students and young professionals.",https://www.thegreenprogram.com,NaN
environmental,Citizens Climate Lobby,"This nonprofit organization focuses on creating the political will for climate solutions, providing resources for advocacy and community engagement.",https://citizensclimatelobby.org,1-202-299-9408
environmental,1% for the Planet,"This organization encourages businesses and individuals to donate 1% of their sales to environmental nonprofits, providing a network for giving back to the planet.",https://www.onepercentfortheplanet.org,1-802-496-5408
environmental,EcoAction,"EcoAction funds community-based environmental projects across Canada and the U.S., providing resources and support for local initiatives.",https://www.ecoaction.gc.ca,NaN
environmental,National Environmental Education Foundation (NEEF),NEEF provides resources and programs for environmental education aimed at fostering a public understanding of environmental issues and solutions.,https://www.neefusa.org,1-202-833-2933
environmental,Just Transition Alliance,"This organization advocates for equitable transitions to sustainable practices, providing resources for community engagement, policy, and environmental justice.",https://www.justtransitionalliance.org,NaN
environmental,The Climate Reality Project,"Focused on climate change education and advocacy, this organization provides resources for individuals and communities working towards climate solutions.",https://www.climaterealityproject.org,1-202-742-0420
financial,National Endowment for Financial Education (NEFE)  ,"NEFE offers free financial education resources, including tools and information to help individuals improve their financial literacy.  ",https://www.nefe.org  ,NaN  
financial,MyMoney.gov  ,"A U.S. government website that provides information and tools for managing personal finances, including budgeting, saving, and investing.  ",https://www.mymoney.gov  ,NaN  
financial,Consumer Financial Protection Bureau (CFPB)  ,"The CFPB provides resources for consumers to understand financial products and services, including budgeting tools and financial education.  ",https://www.consumerfinance.gov  ,NaN  
financial,National Foundation for Credit Counseling (NFCC)  ,"NFCC offers financial counseling and education services, helping individuals manage their debts and improve financial health.  ",https://www.nfcc.org  ,1-800-388-2227  
financial,Smart About Money  ,"A free online resource that offers courses, tools, and resources to help individuals manage their money and plan for their financial future.  ",https://www.smartaboutmoney.com  ,NaN  
financial,Financial Literacy and Education Commission (FLEC)  ,FLEC coordinates federal efforts to improve financial literacy among American consumers through various educational resources.  ,https://www.treasurydirect.gov/indiv/tools/financialliteracy.htm  ,NaN  
financial,Jump$tart Coalition for Personal Financial Literacy  ,"A coalition of organizations that promote financial literacy for students and educators, providing resources and tools for effective financial education.  ",https://www.jumpstart.org  ,NaN  
financial,Credit Karma  ,"Credit Karma provides free credit scores and reports, along with personalized financial product recommendations and budgeting tools.  ",https://www.creditkarma.com  ,NaN  
financial,Mint  ,"A free budgeting app that helps users track spending, create budgets, and manage their finances in one place.  ",https://www.mint.com  ,NaN  
financial,USA.gov Financial Literacy  ,"A portal to various government resources related to financial literacy, including budgeting, saving, and fraud prevention.  ",https://www.usa.gov/financial-literacy  ,NaN  
financial,National Credit Union Administration (NCUA)  ,NCUA provides resources for consumers to understand credit unions and offers tips on managing finances and budgeting.  ,https://www.ncua.gov  ,NaN  
financial,Better Money Habits  ,A program by Bank of America that offers free online tools and resources to help individuals improve their financial habits and achieve their goals.  ,https://www.bettermoneyhabits.com  ,NaN  
financial,Council for Economic Education (CEE)  ,"CEE provides K-12 educators with resources to teach personal finance and economics, aiming to improve financial literacy in schools.  ",https://www.councilforeconed.org  ,NaN  
financial,Operation HOPE  ,"A nonprofit organization that provides financial literacy and economic empowerment programs, including credit counseling and money management workshops.  ",https://www.operationhope.org  ,1-888-388-4673  
financial,Financial Planning Association (FPA)  ,"FPA provides resources and tools for financial planning, including access to certified financial planners for personalized advice.  ",https://www.plannersearch.org  ,NaN  
financial,New Jersey Division of Consumer Affairs  ,"This state agency provides resources and information to help New Jersey residents understand consumer rights, including financial literacy resources.  ",https://www.njconsumeraffairs.gov  ,NaN  
financial,New Jersey Department of Banking and Insurance  ,"Offers resources for consumers about financial products, services, and financial literacy programs available to New Jersey residents.  ",https://www.nj.gov/dobi  ,NaN  
financial,Smart Money Management  ,"An online platform that provides tools and resources to help individuals manage their finances, including budgeting and debt management advice.  ",https://www.smartmoneymanagement.com  ,NaN  
financial,National Association of Personal Financial Advisors (NAPFA)  ,"NAPFA provides resources for finding fee-only financial advisors, as well as educational tools for improving financial literacy.  ",https://www.napfa.org  ,NaN  
financial,AARP Financial Education  ,"AARP offers financial education resources for older adults, focusing on retirement planning, budgeting, and managing expenses.  ",https://www.aarp.org/money/financial-literacy  ,NaN  
financial,211  ,"A free, confidential service that helps individuals find local resources for financial assistance and financial literacy programs.  ",https://www.211.org  ,211  
financial,Goodwill Financial Literacy  ,Goodwill offers financial literacy programs aimed at helping individuals achieve economic stability through budgeting and money management courses.  ,https://www.goodwill.org  ,NaN  
financial,The Mint  ,"A fun and educational website aimed at teaching kids and teens about money management, budgeting, and saving.  ",https://www.themint.org  ,NaN  
financial,Bankrate  ,"Provides comprehensive resources for financial decisions, including comparisons of financial products and advice on budgeting, saving, and investing.  ",https://www.bankrate.com  ,NaN  
financial,Practical Money Skills  ,"A financial literacy program created by Visa, offering free resources and tools for managing money, budgeting, and planning for the future.  ",https://www.practicalmoneyskills.com  ,NaN  
financial,Financial Fitness for Life  ,A program from the National Council on Economic Education that provides resources for teaching personal finance in K-12 settings.  ,https://www.fitnessforlife.org  ,NaN  
financial,Money Management International (MMI)  ,"MMI offers financial counseling, debt management, and education services to help individuals achieve financial stability.  ",https://www.moneymanagement.org  ,1-866-889-9347  
financial,New Jersey Financial Empowerment Consortium  ,A coalition dedicated to promoting financial literacy and empowerment for New Jersey residents through various programs and services.  ,https://www.nj.gov/dca/financial-empowerment/  ,NaN  
financial,The Financial Literacy Group  ,Offers online courses and resources to help individuals gain essential financial skills and knowledge for better money management.  ,https://www.financialliteracygroup.com  ,NaN  
financial,Clearpoint Credit Counseling Solutions  ,"A nonprofit organization providing credit counseling, budgeting help, and financial education to those in need.  ",https://www.clearpoint.org  ,1-800-750-2227  
financial,Smart Money  ,"Offers practical advice and tips on personal finance management, including budgeting, saving, and investing strategies.  ",https://www.smartmoney.com  ,NaN  
financial,New Jersey Credit Union League  ,Provides resources and educational programs aimed at improving financial literacy among New Jersey residents through credit unions.  ,https://www.njcul.org  ,NaN  
financial,The Financial Gym  ,Offers personal finance coaching and workshops to help individuals improve their financial habits and achieve their goals.  ,https://financialgym.com  ,NaN  
financial,The Balance  ,"A comprehensive personal finance website that provides articles, guides, and tools for budgeting, investing, and managing money.  ",https://www.thebalance.com  ,NaN  
financial,Nolo  ,"Nolo provides legal information and resources, including guides on financial topics such as debt collection and consumer rights.  ",https://www.nolo.com  ,NaN
