service,description,url,phone,url_phone,address,action
Circle of Care,"Circle of Care is a non-profit organization located at 3 Garret Mountain Plaza, Suite 200, Woodland Park, NJ 07424, dedicated to providing strength-based care management services for youth (up to age 21) and their families in Passaic County who face emotional, behavioral, developmental, and substance use challenges. 

Services focus on building resilience through a family-driven, culturally competent, and community-based approach using the Wraparound Philosophy. Circle of Care emphasizes anti-racism, diversity, equity, and inclusion in its operations. 

To access services, individuals can call PerformCare at 877-652-7624, available 24/7. In emergencies, contact 911. For more information, you can also reach Circle of Care at 973-942-4588 or via email at info@cocucmo.org.",https://circleofcarecmo.org/,8776527624,https://www.circleofcarecmo.org/,"3 Garret Mountain Plaza, Suite 200, Woodland Park, NJ 07424",Call PerformCare at 877-652-7624 to inquire about eligibility for services.
Clifton Behavioral Healthcare,"The Clifton Community Behavioral Health Center is located at 777 Bloomfield Avenue, Clifton, NJ 07012. The center offers coordinated care for individuals with behavioral health and physical health needs. 

Hours of operation are:
- Monday to Thursday: 9:00 a.m. – 9:00 p.m.
- Friday: 8:30 a.m. – 4:30 p.m.
- Saturday: 9:00 a.m. – 4:00 p.m.
- Medical withdrawal management is open 7 days a week by appointment.

Services include mental health support, individual and group therapy, substance use treatment, and peer support. The center accepts commercial insurance, Medicaid, and Medicare, and offers financial assistance for those without insurance.

Requirements include making an appointment for most services, and the facility is wheelchair accessible and can provide services via telehealth. Referrals from hospitals and community programs are also accepted.",https://www.servbhs.org/programs-services/clifton-community-behavioral-health-center.html,9735940125,https://www.servbhs.org/contact-us/our-locations/297-community-behavioral-health-services.html,"777 Bloomfield Avenue, Clifton, NJ 07012",Donate
CJFHC (Central Jersey Family Health Consortium),"Central Jersey Family Health Consortium (CJFHC) provides various health services and support programs for families in New Jersey, including emotional support for new parents, early intervention, and health education. They focus on issues such as postpartum mood disorders and family wellness. The organization operates from two main locations: 

1. **North Brunswick**: 30 Silverline Dr., 2nd Floor, Suite 1, North Brunswick, NJ 08902
2. **Morristown**: 161 Madison Avenue, Suite 225, Morristown, NJ 07960

Hours of operation are not specified on the website. Services are typically free of charge, and self-referrals are encouraged. Bilingual support is available for Spanish speakers, with interpretation services for other languages. For more information, individuals may contact the Program Manager at (732) 937-5437 ext. 179 or email PMAD@CJFHC.org.",https://cjfhc.org/,7329375437,https://cjfhc.org/,"30 Silverline Dr., 2nd Floor, Suite 1, North Brunswick, NJ 08902",Contact the Program Manager at (732) 937-5437 ext. 179 or PMAD@CJFHC.org for support regarding perinatal mood and anxiety disorders.
Clothing Drives Program,"The Clothing Drive New Jersey Fundraising program, located at 17 Thomas J Rhodes Industrial Dr, Hamilton Township, NJ 08619, offers fundraising through clothing and shoe drives. Operating since 1996, they collaborate with over 1,140 groups to provide an easy and effective fundraising alternative without door-to-door sales. Their services include hosting clothing drives and donation bins, allowing organizations to raise funds safely and simply. For inquiries, they can be reached at +1 (732) 396-0357 or via email at fundraiser@AEclothing.net.",https://www.clothingdrive.net/,7327475310,https://www.frainc.org/make_a_difference/fra-clothing-drive.html,"17 Thomas J Rhodes Industrial Dr, Hamilton Township, NJ 08619",Book your clothing drive.
Clonmell United Methodist Church,"Clonmell United Methodist Church is located at 516 West Broad Street, Gibbstown, NJ 08027. Worship services are held on Sunday mornings at 10:00 AM, with the option to attend online. The church offers Sunday School for children in 1st-5th grades during worship and nursery care for infants to PreK. Office hours are Monday to Thursday from 9 AM to 3 PM. Accessibility is provided to ensure everyone can participate in worship. They encourage community service as a way to connect with others and grow in faith. For more information, the church can be contacted at 856-423-1196 or via email at clonmellumc@gmail.com.",https://www.clonmellumc.org/,8564231196,https://www.clonmellumc.org/,"516 West Broad Street, Gibbstown, NJ 08027",Join the Sunday morning worship service at 10:00 AM.
"Coastal Habitat for Humanity, Monmouth County","Monmouth Habitat for Humanity is a nonprofit organization serving all of Monmouth County, New Jersey, dedicated to providing safe, decent, and affordable housing. The organization builds homes and wheelchair ramps for low-to-moderate income families and assists with minor repairs. They operate ReStores that sell new and gently used items to fund their housing programs.

Location: Monmouth County, New Jersey
Office Phone: (732) 728-0441
ReStore Phone: (732) 577-8160

Hours: Not specified on the website.

Requirements: Families wishing to partner with Habitat for home building must meet qualification criteria. Volunteers are encouraged and can sign up through the website. Donations of items for ReStores are also welcome.",https://monmouthhabitat.org/,7325778160,https://monmouthhabitat.org/contact-us/,"Monmouth County Habitat for Humanity, New Jersey",Sign up to volunteer with Monmouth Habitat.
Coastal Urology,,,,,,
Colonial Manor Methodist Church,"Colonial Manor United Methodist Church is located at 1312 Tatum St, Woodbury, New Jersey, 08096-1214. The church aims to make disciples of Jesus Christ for the transformation of the world and has an attendance of 32 members. Services are conducted in English. For specific service hours, please refer to their schedule, which may be available on their website.",https://www.umc.org/en/find-a-church/church?id=001Um00000PFD0yIAH,,https://www.umc.org/en/find-a-church/church?id=001Um00000PFD0yIAH,"1312 Tatum St, Woodbury, New Jersey, 08096-1214, United States",Visit the Colonial Manor United Methodist Church for a service or event.
Code Blue Camden Center,"Camden County, NJ provides warming centers activated during Severe Weather Emergencies when temperatures drop to 32 degrees Fahrenheit or lower. Individuals seeking shelter should contact their local municipality. Each center has varying hours and capacities:

- **Audubon Senior Center**: 247 Oakland Ave., Audubon, 856-547-1240, As Needed.
- **Barrington Borough Hall**: 227 Trenton Ave., Barrington, (856) 547-0706, Mon-Fri 8:30 am - 4:30 pm, Capacity 50.
- **Joseph’s House**: 555 Atlantic Ave., Camden, (856) 246-1087, 24/7, Capacity 10, Camden City residents only.
- **Cherry Hill Mall**: 2000 Route 38 West, Cherry Hill, (856) 662-7441, 11 am - 8 pm Mon-Thu, 10 am - 9 pm Fri & Sat, 11 am - 6 pm Sun, capacity as needed.
- **Cherry Hill Library**: 1100 Kings Hwy., Cherry Hill, (856) 667-0300, 9 am - 5 pm Mon-Sat; 11 am - 6 pm Sun, Capacity 200.
- Other locations include community centers, municipal buildings, and libraries across Camden County with varying hours and capacities.

For more information, call the Camden County Department of Health and Human Services at 856-374-6037.",https://www.camdencounty.com/service/health-human-services/warming-centers/,8563746037,https://www.camdencounty.com/service/health-human-services/warming-centers/,"520 Market Street, Camden, New Jersey 08102",Contact your local municipality to find out if their warming center is open and to inquire about availability.
Colonial Manor Methodist Church,"Colonial Manor United Methodist Church is located at 1312 Tatum St, Woodbury, New Jersey, 08096-1214, USA. The church aims to make disciples of Jesus Christ for the transformation of the world. It has an attendance of 32 people and primarily speaks English. For specific hours of operation or service times, further information may be needed as they are not listed on the website.",https://www.umc.org/en/find-a-church/church?id=001Um00000PFD0yIAH,,https://www.umc.org/en/find-a-church/church?id=001Um00000PFD0yIAH,"1312 Tatum St, Woodbury, New Jersey, 08096-1214, United States",Visit Colonial Manor United Methodist Church to attend a worship service.
Colonial Park,"Colonial Park is located in Franklin Township, Somerset County, NJ, at 156 Mettlers Road, Somerset, NJ 08873. The park spans 685 acres and features various recreational facilities, including the Spooky Brook Golf Course, a fitness parcourse, fishing ponds, picnic areas, and sports fields. Activities available include hiking, biking, and dog park access. The park is open to the public, but specific facilities may require reservations for use, especially sports fields. For more information, visitors can contact the park at (908) 722-1200 ext. 5008.",https://www.somersetcountyparks.org/colonial-park,9087221200,https://www.somersetcountyparks.org/colonial-park,"156 Mettlers Road, Somerset, NJ 08873, United States",Visit the Colonial Park website to check the calendar for upcoming events and activities.
Community Access Unlimited,"Community Access Unlimited (CAU) is a nonprofit organization located at 80 West Grand Street, Elizabeth, NJ. They operate to serve individuals with disabilities and at-risk youth across New Jersey, providing support in housing, employment, life skills, and more. CAU was founded in 1979 and currently supports over 3,000 members. 

Hours of operation are not explicitly stated on the website. To access their services, individuals may need to contact CAU directly at (908) 354-3040 or via email at info@caunj.org.",https://www.caunj.org/,9083543040,https://www.caunj.org/contact/,"80 West Grand Street, Elizabeth, NJ",Contact them for assistance with services you may need.
"Community Action for Social Affairs, Inc. (CASA)",,,"""""",https://cspnj.my.site.com/countydatabase/s/resource/a1S4N0000067HodUAE/community-action-for-social-affairs-inc-casa,,
Community Baptist Church of Englewood,"Community Baptist Church of Englewood, located at 224 First Street, Englewood, NJ 07631, is dedicated to serving the community through faith. The church's office hours are Monday to Wednesday and Saturday from 10:00 AM to 4:00 PM, Thursday from 10:00 AM to 5:00 PM, and Sunday worship services are at 9:30 AM. Additionally, they offer Bible study on Tuesdays at 12:00 Noon (Facebook Live) and Wednesdays at 11:30 AM, along with virtual corporate prayer on Tuesdays at 7:00 PM. There are no specific requirements mentioned for attending services or events.",https://cbcofe.org/,2015686369,https://cbcofe.org/,"224 First Street, Englewood, NJ 07631",Plan a visit to attend a worship service on Sunday at 9:30 AM.
Community Baptist Church,"Community Baptist Church of Englewood, located at 224 First Street, Englewood, NJ 07631, offers a welcoming environment for individuals seeking a relationship with Jesus Christ. The church emphasizes growth within a faith-based community. 

Office hours are Monday to Wednesday and Saturday from 10:00 AM to 4:00 PM, and Thursday from 10:00 AM to 5:00 PM. Worship services occur on Sundays at 9:30 AM, with additional Bible studies on Tuesdays at noon and Wednesdays at 11:30 AM. Special events, like the Impact Men's Ministry meetings on the 1st and 3rd Saturdays at 8:30 AM, are also available. 

New members orientation takes place on the first Saturday of each month at 9:30 AM. For participation in activities or services, members and guests are encouraged to connect with the church community.",https://cbcofe.org/,2015686369,https://cbcofe.org/,"224 First Street, Englewood, NJ 07631",Plan a visit to Community Baptist Church on an upcoming Sunday at 9:30 AM.
Community Closet (CUMAC),"CUMAC (Community Uniting Man and Community) is located at 223 Ellison Street, Paterson, NJ, with a mailing address at PO Box 2721, Paterson, NJ 07509. The marketplace operates Monday through Friday from 9:30 AM to 3:00 PM. CUMAC aims to combat hunger and its root causes through a holistic approach, providing groceries and essentials to individuals and families in need. They emphasize community involvement and offer an appointment-based Choice Marketplace, fostering relationships between guests and volunteers. To access services or volunteer, individuals can contact CUMAC at info@cumacecho.org or call 973-742-5518.",https://www.cumac.org/,9737425518,https://www.cumac.org/,"CUMAC/ECHO, Inc.  
223 Ellison Street  
Paterson, NJ 07509  ",Purchase tickets for the 40th Anniversary Celebration on September 18th.
Community Coordinated Child Care of Union County,"Community Coordinated Child Care (CCCC) of Union County is a private nonprofit agency focused on enhancing the quality, accessibility, and affordability of child care and related work/family services. They are located at 2 City Hall Plaza, 3rd Floor, Rahway, NJ 07065. For inquiries, you can call 973-923-1433. Their specific hours are not listed on the website. Requirements for various child care assistance programs may apply, and services cater to both parents and child care providers.",https://www.ccccunion.org/,9739231433,https://www.ccccunion.org/,"2 City Hall Plaza, 3rd Floor, Rahway, NJ 07065",Donate.
Community Development,"NJCDC (New Jersey Community Development Corporation) is located in Paterson, New Jersey, and focuses on revitalizing the community through education, youth development, affordable housing, and community building initiatives. They have been in operation for 30 years. 

The organization primarily serves residents of Paterson, which faces significant socioeconomic challenges. NJCDC operates various programs benefiting over 4,000 children and families daily. They encourage donations, noting that 92 cents of every dollar goes directly to programs. 

Although specific hours are not mentioned, inquiries can be made by calling 973-413-1600 or visiting their website for more information.",https://www.njcdc.org/,9733211212,https://www.patersonnj.gov/egov/apps/locations/facilities.egov?view=detail&id=23,"``` 
```",Make a donation to support NJCDC's programs and services.
Community Food Bank of NJ,,,,,,
Community Garden (Operation Blessing of New Hampshire),"Operation Blessing is a non-profit organization located at 600A Lafayette Road, Portsmouth, NH 03801. It operates on Wednesdays to Fridays from 10 AM to 4 PM, and on Saturdays from 9 AM to 12 PM. The organization offers assistance through a food pantry, clothing distribution, and household items, all provided free of charge. Additionally, they serve meals at their Cafe on Saturdays from 11 AM to 12:30 PM and Sundays from 3 PM to 4:30 PM. 

Donations of new or gently used items are accepted during business hours, and they are in need of specific clothing and household items, particularly for women, men, and children. For assistance or volunteer opportunities, individuals can contact them at 603-430-8561.",https://www.operationblessingnh.org/,6034308561,https://www.operationblessingnh.org/contact,"600A Lafayette Road  
Portsmouth, NH 03801","Register for the 18th Annual One Day to Serve event on May 3, 2025."
Community Health Law Project,"The Community Health Law Project (CHLP) is located in New Jersey and provides legal and advocacy services to low-income individuals with disabilities and chronic health conditions. Their mission focuses on stability, accessibility, and justice, assisting those who live in the community, particularly focusing on the most vulnerable. 

Eligibility for services includes individuals with mental health, developmental, physical, and visual disabilities, as well as those living with HIV/AIDS. CHLP offers support based on county residence, and assists low-income individuals who cannot afford private attorneys. Areas of expertise include public entitlements, Medicaid and Medicare, housing advocacy, consumer law, family law, discrimination, and more.

CHLP operates multiple regional offices across New Jersey to ensure local, personalized assistance. Their office hours are not specified on the website, but they can be contacted at (973) 275-1175 or via email at chlpinfo@chlp.org for more information.",https://www.chlp.org/,9732751175,https://www.chlp.org/contact,,Donate to support their work.
Community In Connection,,,,,,
Community Hope,"Community Hope is located at 959 Route 46 East, Suite 402, Parsippany, NJ 07054. It is a 501(c)3 nonprofit organization dedicated to supporting individuals and families in need, particularly veterans, through programs aimed at preventing homelessness and fostering independence. While specific hours are not listed, they can be contacted at (973) 463-9600. Donations are welcome and are tax-exempt. Events include fundraising activities like the Vet Fest Music & Food Truck Festival on May 4, 2025, and the Flag Day Run and Fun Walk on June 12, 2025.",https://www.communityhope-nj.org/,9734639600,https://www.communityhope-nj.org/contact-us/,"959 Route 46 East, Suite 402, Parsippany, NJ 07054",Donate Now
Community In Connection,,,,,,
Community Health Law Project,"The Community Health Law Project (CHLP) is a legal and advocacy organization located in New Jersey, dedicated to serving low-income individuals with disabilities since 1976. It provides services related to public entitlements, Medicaid, housing advocacy, consumer law, family law, discrimination, and more. Eligibility for assistance is primarily for individuals with mental health, developmental, physical, and visual disabilities, as well as those living with HIV/AIDS and their families. Applicants must reside in the community, and income restrictions apply to ensure service is available to those who cannot afford private attorneys. CHLP has multiple regional offices across New Jersey to provide local support. For inquiries, you can contact them at (973) 275-1175 or via email at chlpinfo@chlp.org. The organization emphasizes accessibility, stability, and justice for its clients.",https://www.chlp.org/,9732751175,https://www.chlp.org/contact,,Donate to support the Community Health Law Project's legal and advocacy services.
Community Mental Health Board,"The Community Mental Health Services, provided by the Division of Mental Health and Addiction Services in New Jersey, offer a range of mental health resources through approximately 320 community-based not-for-profit organizations. Services include crisis intervention, community residences, outpatient therapy, partial hospitalization, integrated case management, and supported employment services. These programs support individuals with serious mental illnesses and also provide assistance to their families and the homeless mentally ill. Specific requirements for services may vary, and mental health treatment typically involves collaboration with trained psychiatric personnel. For further information, individuals can contact the Division. Hours of operation and specific locations of services depend on the individual community organizations involved.",https://www.nj.gov/humanservices/dmhas/resources/services/treatment/mh_community.html,8556546735,https://www.nj.gov/health/integratedhealth/hotlines/index.shtml,"```plaintext
```
",Visit the Community Mental Health Services webpage to find local treatment options and resources available in your area.
Community Outreach Services,"The Community Outreach program of the New Jersey Department of Human Services (DHS) focuses on networking with local neighborhoods, community groups, and professional associations to assist vulnerable citizens. They coordinate donation drives, provide informational materials, and facilitate public awareness initiatives, especially regarding developmental disabilities. For involvement in donation efforts or inquiries, individuals can contact the program at 1-800-DHS LINE (1-800-347-5463) or via email at Riva.Thomas@dhs.state.nj.us. The program operates throughout New Jersey, but specific hours of operation are not provided. There are no specific requirements mentioned for participation in outreach efforts or donations.",https://www.nj.gov/humanservices/news/outreach/,,,,Contact Riva Thomas at 1-800-DHS LINE (1-800-347-5463) or via email at Riva.Thomas@dhs.state.nj.us to inquire about contributing to community outreach donation efforts.
"Community Options, Inc.","Community Options, Inc. is a nonprofit organization dedicated to providing housing and employment opportunities for individuals with disabilities. They operate throughout several states including Arizona, Iowa, Maryland, New Hampshire, New Jersey, New Mexico, New York, Pennsylvania, South Carolina, Tennessee, Texas, and Utah. Their main office is located at 16 Farber Road, Princeton, New Jersey 08540. 

While specific hours of operation are not listed, they can be contacted via phone at 609-951-9900 or toll-free at 877-875-1212. Community Options offers various services, including housing, employment assistance, and specialized programs like the School to Employment Program (STEP) for youth with disabilities. Individuals wishing to engage with the organization can volunteer or donate. There are no explicit requirements for involvement stated, but those interested in services may need to connect with the organization for specific eligibility criteria.",https://www.comop.org/,6099519900,https://www.comop.org/about-us/our-offices/,"16 Farber Road, Princeton, New Jersey 08540","Volunteer for one of Community Options, Inc.'s events."
Community Options Enterprises,"Community Options Enterprises, Inc. (COE) focuses on integrating individuals with disabilities into the workforce through entrepreneurial ventures. COE operates several businesses, including the ""Presents of Mind"" gift shop in Flanders, NJ, and multiple Daily Plan It office centers across various states, including Arizona and New Jersey. These businesses provide training and job opportunities in retail and office management.

**Locations:**
- Presents of Mind: The Mall at 206, 240 Route 206, Flanders, NJ 07836
- Daily Plan It: Multiple locations in Arizona (Tempe) and New Jersey (Denville, Forked River, Moorestown, Morristown, Princeton, Wayne), as well as in Newtown, PA, and Pittsburgh, PA.

**Contact Information:**
- Presents of Mind: 973-927-8500
- Daily Plan It: Varies by location (e.g., Tempe: 520-207-9152)

**Requirements:**
- Individuals seeking employment opportunities through these programs should be prepared to engage in various training and learning experiences that develop workplace skills. Specific requirements may vary by position and location. For more information, inquiries can be directed to Dina Casalaspro at 973-905-4015 ext. 1062 or via email at Dina.Casalaspro@comop.org.",https://www.comop.org/services/enterprises/,6099519900,https://www.comop.org/about-us/our-offices/,"506 Hamburg Turnpike, Suite 105, Wayne, NJ 07470",Contact Dina Casalaspro at Dina.Casalaspro@comop.org for more information on employment opportunities.
Community Resources for People with Disabilities (CRPD),,,,,,
Community Police Alliance Coordinator's (CPAC),"The Community Police Alliance (CPA) in Somerset County aims to connect community members with law enforcement and address mental health crises. It operates mainly in Bridgewater and Bound Brook. The CPA provides support regarding mental health, substance use, domestic violence, and other community issues. Contact details for coordinators include Dameon Stackhouse (Bridgewater), Victor Flores-Lopez (Bound Brook), and Ruby Ofori-Arthur (South Bound Brook), all reachable at the Somerset County Human Services office. 

Main Office: 27 Warren Street, P.O. Box 3000, Somerville, NJ 08876.  
Operating Hours: Monday to Friday, 8:30 AM – 4:30 PM.  
Phone: 908-704-6300.

The program encourages collaboration with local police and offers resources for various community needs.",https://www.somersetcountynj.gov/government/human-services/operations-planning/community-police-alliance,9087046300,https://www.somersetcountynj.gov/government/human-services/operations-planning/community-police-alliance,"27 Warren Street, P.O. Box 3000, Somerville, NJ 08876",Contact one of the Community Police Alliance Coordinators for assistance or to learn more about community services.
"Community Services, Inc., Ocean County Outreach",,,,,,
Complete Care Health Network,"CompleteCare Health Network is a Federally Qualified Health Center in New Jersey, offering a wide range of health services including primary care, dental care, mental health, women's and men's health, pediatrics, and specialty care. They operate 19 health centers across Cumberland, Gloucester, and Cape May Counties. 

The organization prioritizes patient-centered care and is dedicated to ensuring accessible, affordable healthcare regardless of age, income, or insurance status. 

Specific locations include Vineland, Bridgeton, Millville, Glassboro, and Wildwood, among others. 

For exact hours of operation, it's advisable to check individual center listings. New patients can easily enroll through the website, and services are complemented by telemedicine options.",https://completecarenj.org/,6094650258,https://completecarenj.org/contact-completecare-health-network/,"``` 
```",Make a payment through the website.
Community Service Program,"The New Jersey Department of State's Volunteer and National Service centers facilitate volunteerism across the state. They include both statewide and county-based volunteer centers. Key organizations include Jersey Cares, United Way of Northern New Jersey, and various county-specific United Way centers. There are opportunities for volunteering with numerous agencies such as FEMA and the Red Cross. The main office is located in Trenton, NJ, and can be contacted at (609) 633-9627. For inquiries, email feedback@sos.nj.gov. Specific hours are not provided, and there may be requirements depending on the type of volunteer service chosen.",https://www.nj.gov/state/volunteer-centers.shtml,9739272600,https://www.nj.gov/humanservices/ddd/about/contactus/communityservices,"P.O. Box 456, Trenton, NJ 08625",Visit the Volunteer Centers of New Jersey website to find local volunteering opportunities.
Community Vegetable Gardens,"New Jersey offers various community gardens aimed at providing access to gardening for those without land. Notable examples include:

1. **Duke Farms Community Garden (Hillsborough)**: 
   - Location: 1112 Dukes Parkway West, Hillsborough, NJ 08844
   - Hours: Varies by season; check their website for specific hours.
   - Requirements: Gardeners pay a small fee and must contribute four hours of volunteer time for each plot rented, along with attending an orientation and classes on organic gardening.

2. **Morris County Community Garden (Morris Township)**: 
   - Location: 353 E. Hanover Ave, Morris Township, NJ 07962
   - Hours: Generally accessible during daylight; specifics may vary.
   - Requirements: Plots are available, and the garden focuses on produce donations to local food pantries.

3. **Sunset View Community Garden (Lafayette)**:
   - Location: 27 Pierce Rd, Lafayette, NJ 07848
   - Hours: Open during daylight; events and workshops scheduled throughout the season.
   - Requirements: Participants can lease plots and are encouraged to attend workshops, including those for individuals with disabilities.

Community members can engage in local events, access garden education, and contribute to sustainable practices. Many gardens also support local food banks through donations. For more details or specific garden hours, it is recommended to contact the gardens directly or visit their respective websites.",https://njskylands.com/farm-community-gardens,9085344051,https://www.readingtontwpnj.gov/community/community-garden,"27 Pierce Rd, Lafayette, NJ 07848 United States",Visit a local community garden in New Jersey to learn more about joining or volunteering.
Complete Care NJ,"CompleteCare Health Network is a large Federally Qualified Health Center in New Jersey, offering a wide range of healthcare services across 19 patient-centered locations. Services include primary medical care, dental care, mental health care, women's and men's health, pediatrics, adult and senior care, and telehealth options. They prioritize accessible, affordable, and high-quality healthcare for everyone, regardless of age, income, or insurance status. While specific hours are not detailed, patients can make appointments through their Appointment Center or Patient Portal. The network also provides assistance with insurance enrollment and billing.",https://completecarenj.org/,6094650258,https://completecarenj.org/contact-completecare-health-network/,"```plaintext
```
",Make a payment.
Comprehensive Employment Assistance,"The Employment Assistance resource in New Jersey provides support for job seekers, especially individuals with disabilities. Key offerings include One-Stop Career Centers, Vocational Rehabilitation Services, and the Senior Community Service Employment Program for residents aged 55 and older. One-Stop Career Centers offer free services to help with job searches and training, while the Division of Vocational Rehabilitation Services assists those with disabilities in overcoming employment barriers. 

To get help, individuals can make appointments with One-Stop Career Centers or call 1-877-872-5627. For disability-related assistance, contact the Division of Vocational Rehabilitation Services at 1-609-292-5987, or the Commission for the Blind and Visually Impaired at 1-973-648-3333.

Hours of operation are not specified on the website. The services are available statewide in New Jersey, with various programs supporting different age and demographic groups, particularly those with disabilities.",https://www.nj.gov/disabilities/employment-independent-living/employment-assistance/,8566143801,https://myunemployment.nj.gov/help/contact-us/,"""""",Make an appointment with your local One-Stop Career Center.
Consumer Connections http://www.mhanj.org/consumer-connections,"Consumer Connections, a program of the Mental Health Association in New Jersey, is located at 673 Morris Ave., Suite 100, Springfield, NJ 07081. It offers training and support for individuals using mental health services, specifically focusing on empowering Peer Specialists through high-quality educational opportunities. The program provides courses that lead to Certification as a Recovery Support Practitioner (CRSP). For more information, individuals can email consumerconnections@mhanj.org. 

Additionally, the Mental Health Association provides support through helplines: 
- Emotional support: Call (866) 202-HELP (4357) daily from 8 am to 8 pm. 
- Substance use concerns: Call (855) 652-3737 on weekdays from 8 am to 8 pm and weekends from 10 am to 4 pm.",https://www.mhanj.org/consumer-connections/,8003678850,https://www.mhanj.org/consumer-connections/,"673 Morris Ave.  
Suite 100  
Springfield, NJ 07081",Email consumerconnections@mhanj.org for more information about the program.
Continuum of Care,"The New Jersey Department of Community Affairs (DCA) is located in Trenton, NJ. They offer various services related to community resources, housing, fire safety, construction codes, disaster recovery, and local government assistance. The office operates during standard business hours, although specific hours are not listed. Visitors may need to check the website for particular program requirements or forms related to the services they seek. Contact information and additional resources are provided on their official website.",https://www.nj.gov/dca/dhcr/offices/CoC.shtml,,https://www.nj.gov/dca/dhcr/offices/CoC.shtml,"PO Box 800  
Trenton, NJ 08625-0800",Visit the New Jersey Department of Community Affairs website to explore available housing and community resources.
CONTACT of Ocean & Monmouth Counties,"CONTACT of Ocean & Monmouth Counties is a non-profit organization that offers a 24/7 crisis hotline for individuals facing various issues such as poverty, addiction, abuse, depression, and more. They provide free, confidential crisis intervention and information on community resources. The helpline can be reached at 732-240-6100, although availability is subject to volunteers. The organization emphasizes a volunteer training program focused on active listening for those interested in helping others.",https://contactoceanmonmouth.org/,7322406100,https://contactoceanmonmouth.org/,"""""",Call 732-240-6100 to speak to a volunteer.
"Cooperative Care Partnership, Inc.","Cooperative Care Partnership, Inc. is a multi-specialty behavioral health agency located at 1076 Route 47 South, Rio Grande, NJ 08242. They offer a range of services including individual, family, couples, and group counseling, assessments for substance use disorders, and intensive outpatient programs. Their hours of operation are not specified, but they can be contacted at (609)-741-6363 for more information and to schedule screenings. They accept various private insurance plans, Medicaid, and provide a sliding scale for self-pay options.",https://coopcarecmc.com/,6097416363,https://coopcarecmc.com/,"1076 Route 47 South Rio Grande, NJ 08242",Call (609)-741-6363 to schedule a phone screening.
Cornerstone Family Programs: Adult Day Outreach Program,,,,,,
Counseling Program (New Bridge),,,,,,
Counseling Center at Fair Lawn,"The Counseling Center at Fair Lawn, located at 16-01 Broadway, Fair Lawn, NJ 07410, offers outpatient mental health and substance use treatment services. Their hours of operation are Monday to Friday from 8 AM to 10 PM and Saturday from 9 AM to 1 PM. The center provides a range of services including individualized counseling, group counseling, intensive outpatient programs (IOP), medication-assisted treatment, and mental health counseling for various disorders. Admission inquiries can be made 24/7 by calling 201-389-5326. All calls are confidential.",https://www.fairlawncounselingcenter.com/,2013895326,https://www.fairlawncounselingcenter.com/,"16-01 Broadway, Fair Lawn, NJ 07410",Call 201-389-5326 for confidential support and information on treatment options.
Counseling Services (Mental Health Clinic of Passaic),"The Mental Health Center of Passaic is a nonprofit organization located in northern New Jersey, with multiple facilities in Passaic and Clifton. The center offers a variety of mental health services including counseling for adults, teens, and families, psychiatric evaluations, medication management, and specialized programs for children and schools. 

Locations:
1. 1451 Van Houten Ave, Clifton, NJ 07013 - Phone: 973-473-2775
2. 111 Lexington Ave, Passaic, NJ 07055 - Phone: 973-471-8006
3. 185 Paulison Ave, Passaic, NJ 07055 - Phone: 973-473-2408
4. 124 Gregory Ave, Passaic, NJ 07055 - Phone: 973-928-7244
5. 108-114 Hoover Ave, Passaic, NJ 07055 - Phone: 973-737-5800

Hours of operation are not specified on the website. Clients can reach out via phone or contact form for assistance and information about services. Participation in programs may have specific eligibility requirements depending on the type of service needed.",https://mhcp.org/,9734732775,https://mhcp.org/contact-us/,"1451 Van Houten Ave, Clifton, NJ 07013",Call 973-473-2775 to request information about their services.
County College of Morris American Sign Language Courses,"The American Sign Language (ASL) courses at County College of Morris are offered at the location 214 Center Grove Road, Randolph, NJ 07869-2086. The college provides four ASL courses:

1. **ASL-111: American Sign Language I** - 3 credits, introduces basic ASL skills and Deaf culture. Not for those with more than one year of high school ASL. 

2. **ASL-112: American Sign Language II** - 3 credits, continues basic skills; students must have completed ASL-111 or have department permission. 

3. **ASL-211: Intermediate American Sign Language I** - 3 credits, expands vocabulary and skills; requires completion of ASL-112.

4. **ASL-212: Intermediate American Sign Language II** - 3 credits, further enhances ASL knowledge; requires completion of ASL-211.

All courses require additional fees and feature 45 hours of lecture. Students are expected to engage in research and discussions on Deaf culture. Course duration and specific schedules may vary; for precise hours, please contact the college at 973-328-5000.",https://catalog.ccm.edu/credit/courselistings/asl/,9733285000,https://catalog.ccm.edu/credit/courselistings/asl/,"214 Center Grove Road, Randolph, NJ 07869-2086",Enroll in ASL-111: American Sign Language I course.
"Counseling Support Services, LLC","Taharka Sankara offers counseling and support services aimed at helping individuals and families cultivate healthy relationships with their children. Located in the United States, the organization provides a range of services including youth counseling, family counseling, and behavioral counseling, with a focus on trauma-informed and culturally responsive approaches. They accept Medicaid and offer both in-home and community resources, as well as virtual events planned for the future. Their mission is to empower clients by providing tools and skills for transformation and healthy functioning. For more information or to join their mailing list for access to e-books and resources, individuals can visit their website. Specific hours of operation are not mentioned.",https://www.counselingsupportservices.com/,,https://www.counselingsupportservices.com/,"""""",Join our mailing list to get access to the free ebook and other resources.
